gene,type
ENSG00000074695,disease
ENSG00000074696,non-disease
ENSG00000074755,disease
ENSG00000074771,disease
ENSG00000074800,disease
ENSG00000074803,disease
ENSG00000074842,disease
ENSG00000074855,non-disease
ENSG00000074935,disease
ENSG00000074964,disease
ENSG00000074966,disease
ENSG00000075035,disease
ENSG00000075043,disease
ENSG00000075073,disease
ENSG00000075131,disease
ENSG00000075142,disease
ENSG00000075151,disease
ENSG00000075188,disease
ENSG00000075213,disease
ENSG00000075218,disease
ENSG00000075234,non-disease
ENSG00000075239,disease
ENSG00000075240,disease
ENSG00000075275,disease
ENSG00000075290,disease
ENSG00000075292,disease
ENSG00000075303,disease
ENSG00000075336,non-disease
ENSG00000075340,disease
ENSG00000075388,disease
ENSG00000075391,disease
ENSG00000075399,non-disease
ENSG00000075413,disease
ENSG00000075415,disease
ENSG00000075420,disease
ENSG00000075426,disease
ENSG00000075461,disease
ENSG00000075539,non-disease
ENSG00000075568,disease
ENSG00000075618,disease
ENSG00000075643,disease
ENSG00000075651,disease
ENSG00000075673,disease
ENSG00000075702,disease
ENSG00000075711,disease
ENSG00000075785,disease
ENSG00000075790,disease
ENSG00000075826,disease
ENSG00000075856,disease
ENSG00000075884,disease
ENSG00000075891,disease
ENSG00000075914,non-disease
ENSG00000075945,disease
ENSG00000075975,disease
ENSG00000076003,disease
ENSG00000076043,disease
ENSG00000076053,non-disease
ENSG00000076067,disease
ENSG00000076108,disease
ENSG00000076201,non-disease
ENSG00000076242,disease
ENSG00000076248,disease
ENSG00000076258,disease
ENSG00000076321,disease
ENSG00000076344,disease
ENSG00000076351,disease
ENSG00000076356,disease
ENSG00000076382,disease
ENSG00000076513,disease
ENSG00000076555,disease
ENSG00000076604,disease
ENSG00000076641,disease
ENSG00000076650,disease
ENSG00000076662,disease
ENSG00000076706,non-disease
ENSG00000076716,disease
ENSG00000076770,non-disease
ENSG00000076826,non-disease
ENSG00000076864,disease
ENSG00000076924,disease
ENSG00000076928,disease
ENSG00000076944,disease
ENSG00000077009,non-disease
ENSG00000077044,disease
ENSG00000077063,disease
ENSG00000077080,disease
ENSG00000077092,disease
ENSG00000077097,disease
ENSG00000077147,disease
ENSG00000077150,disease
ENSG00000077152,non-disease
ENSG00000077157,disease
ENSG00000077232,non-disease
ENSG00000077235,non-disease
ENSG00000077238,disease
ENSG00000077254,disease
ENSG00000077264,disease
ENSG00000077274,disease
ENSG00000077312,non-disease
ENSG00000077327,disease
ENSG00000077348,disease
ENSG00000077380,disease
ENSG00000077420,disease
ENSG00000077454,non-disease
ENSG00000077458,disease
ENSG00000077463,non-disease
ENSG00000077498,disease
ENSG00000077514,disease
ENSG00000077522,disease
ENSG00000077549,disease
ENSG00000077585,disease
ENSG00000077616,disease
ENSG00000077684,non-disease
ENSG00000077713,disease
ENSG00000077782,disease
ENSG00000077800,disease
ENSG00000077935,disease
ENSG00000077942,disease
ENSG00000077943,disease
ENSG00000077984,non-disease
ENSG00000078018,disease
ENSG00000078043,non-disease
ENSG00000078053,disease
ENSG00000078061,non-disease
ENSG00000078070,disease
ENSG00000078081,disease
ENSG00000078098,disease
ENSG00000078114,disease
ENSG00000078124,disease
ENSG00000078142,disease
ENSG00000078177,disease
ENSG00000078237,disease
ENSG00000078246,disease
ENSG00000078269,disease
ENSG00000078295,disease
ENSG00000078304,disease
ENSG00000078399,disease
ENSG00000078401,disease
ENSG00000078403,disease
ENSG00000078487,non-disease
ENSG00000078549,disease
ENSG00000078579,disease
ENSG00000078589,non-disease
ENSG00000078618,disease
ENSG00000078668,disease
ENSG00000078674,disease
ENSG00000078687,non-disease
ENSG00000078699,non-disease
ENSG00000078725,disease
ENSG00000078747,disease
ENSG00000078795,non-disease
ENSG00000078804,non-disease
ENSG00000078808,disease
ENSG00000078814,disease
ENSG00000078898,non-disease
ENSG00000078900,disease
ENSG00000078902,disease
ENSG00000078967,non-disease
ENSG00000079102,disease
ENSG00000079112,disease
ENSG00000079134,disease
ENSG00000079150,disease
ENSG00000079156,disease
ENSG00000079215,disease
ENSG00000079246,disease
ENSG00000079257,non-disease
ENSG00000079263,disease
ENSG00000079277,disease
ENSG00000079308,disease
ENSG00000079313,non-disease
ENSG00000079332,disease
ENSG00000079335,disease
ENSG00000079337,disease
ENSG00000079387,non-disease
ENSG00000079393,disease
ENSG00000079432,disease
ENSG00000079435,disease
ENSG00000079459,disease
ENSG00000079482,disease
ENSG00000079557,disease
ENSG00000079616,disease
ENSG00000079689,disease
ENSG00000079691,disease
ENSG00000079739,disease
ENSG00000079785,disease
ENSG00000079805,disease
ENSG00000079819,disease
ENSG00000079841,disease
ENSG00000079931,disease
ENSG00000079950,disease
ENSG00000079999,disease
ENSG00000080007,non-disease
ENSG00000080031,non-disease
ENSG00000080166,disease
ENSG00000080200,disease
ENSG00000080224,disease
ENSG00000080293,non-disease
ENSG00000080345,disease
ENSG00000080371,non-disease
ENSG00000080493,disease
ENSG00000080503,disease
ENSG00000080511,disease
ENSG00000080546,disease
ENSG00000080561,disease
ENSG00000080572,non-disease
ENSG00000080573,non-disease
ENSG00000080608,disease
ENSG00000080618,disease
ENSG00000080644,disease
ENSG00000080802,disease
ENSG00000080815,disease
ENSG00000080819,disease
ENSG00000080822,disease
ENSG00000080823,non-disease
ENSG00000080824,disease
ENSG00000080839,disease
ENSG00000080845,disease
ENSG00000080854,non-disease
ENSG00000080986,disease
ENSG00000081014,disease
ENSG00000081019,disease
ENSG00000081026,disease
ENSG00000081041,disease
ENSG00000081051,disease
ENSG00000081052,disease
ENSG00000081059,disease
ENSG00000081087,disease
ENSG00000081138,disease
ENSG00000081148,disease
ENSG00000081154,non-disease
ENSG00000081177,disease
ENSG00000081181,disease
ENSG00000081237,disease
ENSG00000081248,disease
ENSG00000081277,disease
ENSG00000081307,disease
ENSG00000081320,disease
ENSG00000081377,non-disease
ENSG00000081479,disease
ENSG00000081665,non-disease
ENSG00000081692,non-disease
ENSG00000081721,disease
ENSG00000081760,disease
ENSG00000081791,disease
ENSG00000081800,disease
ENSG00000081803,disease
ENSG00000081853,disease
ENSG00000081870,non-disease
ENSG00000081913,disease
ENSG00000081923,disease
ENSG00000081985,disease
ENSG00000082014,non-disease
ENSG00000082068,disease
ENSG00000082126,disease
ENSG00000082146,non-disease
ENSG00000082153,non-disease
ENSG00000082175,disease
ENSG00000082212,disease
ENSG00000082213,disease
ENSG00000082258,disease
ENSG00000082269,disease
ENSG00000082293,disease
ENSG00000082397,disease
ENSG00000082438,disease
ENSG00000082482,disease
ENSG00000082497,non-disease
ENSG00000082512,disease
ENSG00000082515,disease
ENSG00000082516,disease
ENSG00000082556,disease
ENSG00000082641,disease
ENSG00000082684,disease
ENSG00000082701,disease
ENSG00000082781,disease
ENSG00000082805,disease
ENSG00000082898,disease
ENSG00000082996,disease
ENSG00000083067,disease
ENSG00000083093,disease
ENSG00000083097,non-disease
ENSG00000083099,non-disease
ENSG00000083123,disease
ENSG00000083168,non-disease
ENSG00000083223,disease
ENSG00000083290,disease
ENSG00000083307,disease
ENSG00000083312,non-disease
ENSG00000083444,disease
ENSG00000083457,disease
ENSG00000083520,non-disease
ENSG00000083535,disease
ENSG00000083635,disease
ENSG00000083642,disease
ENSG00000083720,disease
ENSG00000083750,disease
ENSG00000083782,disease
ENSG00000083807,disease
ENSG00000083812,non-disease
ENSG00000083814,non-disease
ENSG00000083817,non-disease
ENSG00000083828,non-disease
ENSG00000083838,non-disease
ENSG00000083844,disease
ENSG00000083845,non-disease
ENSG00000083857,disease
ENSG00000083896,non-disease
ENSG00000083937,disease
ENSG00000084070,disease
ENSG00000084073,disease
ENSG00000084092,non-disease
ENSG00000084093,disease
ENSG00000084110,disease
ENSG00000084112,disease
ENSG00000084207,disease
ENSG00000084234,disease
ENSG00000084444,disease
ENSG00000084453,disease
ENSG00000084463,non-disease
ENSG00000084623,non-disease
ENSG00000084636,disease
ENSG00000084652,non-disease
ENSG00000084674,disease
ENSG00000084676,disease
ENSG00000084693,disease
ENSG00000084710,disease
ENSG00000084731,disease
ENSG00000084734,disease
ENSG00000084754,disease
ENSG00000084764,non-disease
ENSG00000084774,disease
ENSG00000085063,disease
ENSG00000085117,disease
ENSG00000085185,non-disease
ENSG00000085224,disease
ENSG00000085265,disease
ENSG00000085274,disease
ENSG00000085276,disease
ENSG00000085377,disease
ENSG00000085382,disease
ENSG00000085415,non-disease
ENSG00000085433,non-disease
ENSG00000085449,disease
ENSG00000085465,disease
ENSG00000085491,disease
ENSG00000085511,disease
ENSG00000085514,non-disease
ENSG00000085552,non-disease
ENSG00000085563,disease
ENSG00000085644,non-disease
ENSG00000085662,disease
ENSG00000085719,disease
ENSG00000085721,non-disease
ENSG00000085733,disease
ENSG00000085741,disease
ENSG00000085760,disease
ENSG00000085831,disease
ENSG00000085832,disease
ENSG00000085840,disease
ENSG00000085871,disease
ENSG00000085872,non-disease
ENSG00000085978,disease
ENSG00000085982,disease
ENSG00000085998,disease
ENSG00000085999,disease
ENSG00000086015,disease
ENSG00000086062,disease
ENSG00000086102,non-disease
ENSG00000086159,non-disease
ENSG00000086189,non-disease
ENSG00000086200,disease
ENSG00000086205,disease
ENSG00000086232,disease
ENSG00000086288,non-disease
ENSG00000086289,disease
ENSG00000086300,disease
ENSG00000086504,disease
ENSG00000086506,non-disease
ENSG00000086544,disease
ENSG00000086548,disease
ENSG00000086570,non-disease
ENSG00000086619,disease
ENSG00000086666,disease
ENSG00000086696,disease
ENSG00000086712,non-disease
ENSG00000086717,disease
ENSG00000086730,disease
ENSG00000086758,disease
ENSG00000086827,disease
ENSG00000086967,disease
ENSG00000086991,disease
ENSG00000087008,disease
ENSG00000087053,disease
ENSG00000087074,disease
ENSG00000087076,disease
ENSG00000087077,non-disease
ENSG00000087085,disease
ENSG00000087087,disease
ENSG00000087088,disease
ENSG00000087095,disease
ENSG00000087111,non-disease
ENSG00000087116,disease
ENSG00000087128,non-disease
ENSG00000087152,non-disease
ENSG00000087157,disease
ENSG00000087191,non-disease
ENSG00000087206,disease
ENSG00000087237,disease
ENSG00000087245,disease
ENSG00000087250,disease
ENSG00000087253,disease
ENSG00000087263,non-disease
ENSG00000087266,disease
ENSG00000087269,non-disease
ENSG00000087274,disease
ENSG00000087299,disease
ENSG00000087301,disease
ENSG00000087303,disease
ENSG00000087338,non-disease
ENSG00000087365,non-disease
ENSG00000087448,non-disease
ENSG00000087460,disease
ENSG00000087470,disease
ENSG00000087495,disease
ENSG00000087502,non-disease
ENSG00000087510,disease
ENSG00000087586,disease
ENSG00000087589,disease
ENSG00000087842,disease
ENSG00000087884,non-disease
ENSG00000087903,disease
ENSG00000088002,disease
ENSG00000088035,disease
ENSG00000088038,non-disease
ENSG00000088053,disease
ENSG00000088179,non-disease
ENSG00000088205,disease
ENSG00000088247,non-disease
ENSG00000088256,disease
ENSG00000088280,disease
ENSG00000088298,disease
ENSG00000088305,disease
ENSG00000088320,non-disease
ENSG00000088325,disease
ENSG00000088356,disease
ENSG00000088367,disease
ENSG00000088386,disease
ENSG00000088387,disease
ENSG00000088448,non-disease
ENSG00000088451,non-disease
ENSG00000088538,disease
ENSG00000088543,non-disease
ENSG00000088682,disease
ENSG00000088726,non-disease
ENSG00000088727,non-disease
ENSG00000088756,disease
ENSG00000088766,disease
ENSG00000088782,disease
ENSG00000088808,disease
ENSG00000088812,disease
ENSG00000088826,disease
ENSG00000088827,disease
ENSG00000088833,non-disease
ENSG00000088836,disease
ENSG00000088854,non-disease
ENSG00000088876,disease
ENSG00000088881,disease
ENSG00000088882,non-disease
ENSG00000088888,disease
ENSG00000088899,non-disease
ENSG00000088926,disease
ENSG00000088930,non-disease
ENSG00000088992,non-disease
ENSG00000089006,disease
ENSG00000089009,non-disease
ENSG00000089012,disease
ENSG00000089022,non-disease
ENSG00000089048,non-disease
ENSG00000089050,non-disease
ENSG00000089060,non-disease
ENSG00000089063,non-disease
ENSG00000089091,non-disease
ENSG00000089094,disease
ENSG00000089101,non-disease
ENSG00000089116,disease
ENSG00000089123,non-disease
ENSG00000089127,disease
ENSG00000089154,disease
ENSG00000089159,disease
ENSG00000089163,disease
ENSG00000089169,disease
ENSG00000089177,disease
ENSG00000089195,disease
ENSG00000089199,disease
ENSG00000089220,disease
ENSG00000089225,disease
ENSG00000089234,disease
ENSG00000089248,non-disease
ENSG00000089250,disease
ENSG00000089280,disease
ENSG00000089289,disease
ENSG00000089335,disease
ENSG00000089356,non-disease
ENSG00000089472,disease
ENSG00000089486,non-disease
ENSG00000089505,non-disease
ENSG00000089558,disease
ENSG00000089597,non-disease
ENSG00000089639,disease
ENSG00000089682,non-disease
ENSG00000089685,disease
ENSG00000089692,disease
ENSG00000089693,disease
ENSG00000089723,non-disease
ENSG00000089737,non-disease
ENSG00000089775,non-disease
ENSG00000089818,non-disease
ENSG00000089820,disease
ENSG00000089847,non-disease
ENSG00000089876,disease
ENSG00000089902,non-disease
ENSG00000089916,non-disease
ENSG00000090006,disease
ENSG00000090013,non-disease
ENSG00000090054,disease
ENSG00000090060,disease
ENSG00000090061,disease
ENSG00000090097,disease
ENSG00000090104,disease
ENSG00000090266,disease
ENSG00000090273,non-disease
ENSG00000090316,disease
ENSG00000090339,disease
ENSG00000090372,disease
ENSG00000090376,disease
ENSG00000090382,disease
ENSG00000090402,disease
ENSG00000090432,disease
ENSG00000090447,disease
ENSG00000090470,non-disease
ENSG00000090487,disease
ENSG00000090512,non-disease
ENSG00000090520,disease
ENSG00000090530,disease
ENSG00000090534,disease
ENSG00000090539,disease
ENSG00000090554,disease
ENSG00000090565,non-disease
ENSG00000090581,non-disease
ENSG00000090615,disease
ENSG00000090621,disease
ENSG00000090659,disease
ENSG00000090661,non-disease
ENSG00000090674,disease
ENSG00000090686,non-disease
ENSG00000090776,disease
ENSG00000090857,disease
ENSG00000090861,non-disease
ENSG00000090863,disease
ENSG00000090889,non-disease
ENSG00000090905,non-disease
ENSG00000090924,disease
ENSG00000090932,disease
ENSG00000090971,non-disease
ENSG00000090989,non-disease
ENSG00000091010,disease
ENSG00000091039,disease
ENSG00000091073,non-disease
ENSG00000091106,disease
ENSG00000091127,disease
ENSG00000091128,disease
ENSG00000091129,disease
ENSG00000091136,disease
ENSG00000091137,disease
ENSG00000091138,disease
ENSG00000091140,disease
ENSG00000091157,disease
ENSG00000091164,disease
ENSG00000091181,disease
ENSG00000091262,disease
ENSG00000091317,non-disease
ENSG00000091409,disease
ENSG00000091428,disease
ENSG00000091436,non-disease
ENSG00000091483,disease
ENSG00000091490,disease
ENSG00000091513,disease
ENSG00000091536,disease
ENSG00000091542,non-disease
ENSG00000091583,disease
ENSG00000091592,disease
ENSG00000091640,non-disease
ENSG00000091651,disease
ENSG00000091656,disease
ENSG00000091704,disease
ENSG00000091732,disease
ENSG00000091831,disease
ENSG00000091879,disease
ENSG00000091947,disease
ENSG00000091972,disease
ENSG00000091986,disease
ENSG00000092009,disease
ENSG00000092010,non-disease
ENSG00000092020,disease
ENSG00000092051,non-disease
ENSG00000092067,disease
ENSG00000092068,disease
ENSG00000092094,disease
ENSG00000092096,non-disease
ENSG00000092108,disease
ENSG00000092140,disease
ENSG00000092148,non-disease
