Gene	Symbol	Uniprot	Gene Name	Pathway	Protein Class	DSI	DPI	# Of Diseases	Gene	Source	Gene	Source	Gene	# Of SNPs	Source	gene	# Of Genes	Source	gene	Source
1234	CCR5	P51681	chemokine (C-C motif) receptor 5 (gene/pseudogene)	Signal Transduction	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.411743056268383	0.925925925925926	315	1234	ALL	1234	ALL	1234	17	ALL	1234	13531	ALL	1234	ALL
6352	CCL5	P13501	chemokine (C-C motif) ligand 5	Signal Transduction	signaling molecule	0.415289567365356	0.888888888888889	315	6352	ALL	6352	ALL	6352	9	ALL	6352	13392	ALL	6352	ALL
5079	PAX5	Q02548	paired box 5	null	transcription factor; nucleic acid binding	0.405719546872552	0.851851851851852	314	5079	ALL	5079	ALL	5079	13	ALL	5079	14522	ALL	5079	ALL
3077	HFE	Q30201	hemochromatosis	null	defense/immunity protein; receptor	0.416498864637765	0.814814814814815	311	3077	ALL	3077	ALL	3077	33	ALL	3077	13291	ALL	3077	ALL
406991	MIR21	null	microRNA 21	null	null	0.409823329078528	0.814814814814815	310	406991	ALL	406991	ALL	406991	1	ALL	406991	13401	ALL	406991	ALL
3559	IL2RA	P01589	interleukin 2 receptor, alpha	Developmental Biology; Hemostasis; Immune System; Signal Transduction	receptor	0.410204477056313	0.851851851851852	309	3559	ALL	3559	ALL	3559	36	ALL	3559	12920	ALL	3559	ALL
5624	PROC	P04070	protein C (inactivator of coagulation factors Va and VIIIa)	Hemostasis; Metabolism of proteins	defense/immunity protein; calcium-binding protein	0.413698534615352	0.814814814814815	309	5624	ALL	5624	ALL	5624	27	ALL	5624	12107	ALL	5624	ALL
50943	FOXP3	Q9BZS1	forkhead box P3	null	transcription factor; nucleic acid binding	0.409823329078528	0.851851851851852	307	50943	ALL	50943	ALL	50943	18	ALL	50943	12992	ALL	50943	ALL
4049	LTA	P01374	lymphotoxin alpha	Immune System	signaling molecule	0.414094038482501	0.925925925925926	306	4049	ALL	4049	ALL	4049	11	ALL	4049	13462	ALL	4049	ALL
185	AGTR1	P30556	angiotensin II receptor, type 1	Signal Transduction	receptor	0.424937632613272	0.851851851851852	305	185	ALL	185	ALL	185	41	ALL	185	12617	ALL	185	ALL
5340	PLG	P00747	plasminogen	Extracellular matrix organization; Hemostasis; Metabolism of proteins; Signal Transduction	protease; enzyme modulator; hydrolase; signaling molecule; calcium-binding protein; receptor	0.414889543443141	0.851851851851852	301	5340	ALL	5340	ALL	5340	18	ALL	5340	13356	ALL	5340	ALL
2100	ESR2	Q92731	estrogen receptor 2 (ER beta)	Gene Expression	null	0.424062576277684	0.851851851851852	298	2100	ALL	2100	ALL	2100	24	ALL	2100	14267	ALL	2100	ALL
3791	KDR	P35968	kinase insert domain receptor	Developmental Biology; Extracellular matrix organization; Signal Transduction	null	0.416498864637765	0.777777777777778	296	3791	ALL	3791	ALL	3791	20	ALL	3791	13480	ALL	3791	ALL
2056	EPO	P01588	erythropoietin	Cellular responses to stress	signaling molecule	0.418960059007752	0.777777777777778	295	2056	ALL	2056	ALL	2056	7	ALL	2056	13125	ALL	2056	ALL
3480	IGF1R	P08069	insulin-like growth factor 1 receptor	Signal Transduction	null	0.419793445545638	0.888888888888889	293	3480	ALL	3480	ALL	3480	17	ALL	3480	13615	ALL	3480	ALL
4780	NFE2L2	Q16236	nuclear factor, erythroid 2-like 2	null	transcription factor; cytoskeletal protein; protease; nucleic acid binding; hydrolase	0.422763514522932	0.814814814814815	293	4780	ALL	4780	ALL	4780	4	ALL	4780	13612	ALL	4780	ALL
3918	LAMC2	Q13753	laminin, gamma 2	Cell-Cell communication; Extracellular matrix organization	null	0.415691121019486	0.925925925925926	291	3918	ALL	3918	ALL	3918	15	ALL	3918	12900	ALL	3918	ALL
4233	MET	P08581	MET proto-oncogene, receptor tyrosine kinase	Developmental Biology	null	0.416094216150154	0.851851851851852	291	4233	ALL	4233	ALL	4233	23	ALL	4233	12749	ALL	4233	ALL
5551	PRF1	P14222	perforin 1 (pore forming protein)	null	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	0.414491037641928	0.888888888888889	291	5551	ALL	5551	ALL	5551	23	ALL	5551	13707	ALL	5551	ALL
1027	CDKN1B	P46527	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	Cell Cycle; Cellular responses to stress; DNA Replication; Immune System; Signal Transduction	enzyme modulator	0.415289567365356	0.777777777777778	290	1027	ALL	1027	ALL	1027	20	ALL	1027	13268	ALL	1027	ALL
1440	CSF3	P09919	colony stimulating factor 3 (granulocyte)	null	signaling molecule	0.424937632613272	0.851851851851852	290	1440	ALL	1440	ALL	1440	3	ALL	1440	12579	ALL	1440	ALL
2272	FHIT	P49789	fragile histidine triad	null	phosphatase; hydrolase	0.416094216150154	0.888888888888889	288	2272	ALL	2272	ALL	2272	14	ALL	2272	13557	ALL	2272	ALL
154	ADRB2	P07550	adrenoceptor beta 2, surface	Signal Transduction	receptor	0.443120355593988	0.888888888888889	287	154	ALL	154	ALL	154	34	ALL	154	13202	ALL	154	ALL
1769	DNAH8	Q96JB1	dynein, axonemal, heavy chain 8	null	cytoskeletal protein; hydrolase	0.420633499246663	0.925925925925926	287	1769	ALL	1769	ALL	1769	15	ALL	1769	13510	ALL	1769	ALL
3717	JAK2	O60674	Janus kinase 2	Chromatin organization; Developmental Biology; Hemostasis; Immune System; Signal Transduction	transferase; kinase	0.424499192925824	0.814814814814815	287	3717	ALL	3717	ALL	3717	19	ALL	3717	13679	ALL	3717	ALL
958	CD40	P25942	CD40 molecule, TNF receptor superfamily member 5	Immune System	receptor	0.417312869896951	0.925925925925926	285	958	ALL	958	ALL	958	16	ALL	958	13663	ALL	958	ALL
1555	CYP2B6	P20813	cytochrome P450, family 2, subfamily B, polypeptide 6	Metabolism	null	0.424062576277684	0.851851851851852	283	1555	ALL	1555	ALL	1555	12	ALL	1555	14295	ALL	1555	ALL
4353	MPO	P05164	myeloperoxidase	null	oxidoreductase	0.423627767571151	0.925925925925926	283	4353	ALL	4353	ALL	4353	35	ALL	4353	13152	ALL	4353	ALL
213	ALB	P02768	albumin	Hemostasis; Metabolism; Transmembrane transport of small molecules; Vesicle-mediated transport	transfer/carrier protein	0.428059064434113	0.851851851851852	282	213	ALL	213	ALL	213	14	ALL	213	12395	ALL	213	ALL
4582	MUC1	P15941	mucin 1, cell surface associated	Metabolism of proteins	null	0.419375925502166	0.888888888888889	281	4582	ALL	4582	ALL	4582	14	ALL	4582	12906	ALL	4582	ALL
5444	PON1	P27169	paraoxonase 1	null	null	0.435077677576542	0.814814814814815	278	5444	ALL	5444	ALL	5444	30	ALL	5444	14293	ALL	5444	ALL
675	BRCA2	P51587	breast cancer 2, early onset	Cell Cycle; DNA Repair	nucleic acid binding	0.425377910627636	0.740740740740741	276	675	ALL	675	ALL	675	1210	ALL	675	12409	ALL	675	ALL
146	ADRA1D	P25100	adrenoceptor alpha 1D	Signal Transduction	receptor	0.417722251127331	0.851851851851852	275	146	ALL	146	ALL	146	11	ALL	146	13000	ALL	146	ALL
5979	RET	P07949	ret proto-oncogene	null	null	0.427157718534262	0.777777777777778	275	5979	ALL	5979	ALL	5979	87	ALL	5979	13020	ALL	5979	ALL
64127	NOD2	Q9HC29	nucleotide-binding oligomerization domain containing 2	Immune System	transcription factor; nucleic acid binding	0.429425758164101	0.888888888888889	273	64127	ALL	64127	ALL	64127	53	ALL	64127	13314	ALL	64127	ALL
19	ABCA1	O95477	ATP-binding cassette, sub-family A (ABC1), member 1	Metabolism	transporter	0.429425758164101	0.925925925925926	272	19	ALL	19	ALL	19	63	ALL	19	14372	ALL	19	ALL
2688	GH1	P01241	growth hormone 1	Immune System; Metabolism of proteins; Signal Transduction	signaling molecule	0.426264043756349	0.777777777777778	271	2688	ALL	2688	ALL	2688	18	ALL	2688	12746	ALL	2688	ALL
4851	NOTCH1	P46531	notch 1	Developmental Biology; Gene Expression; Signal Transduction	defense/immunity protein; signaling molecule; receptor	0.426264043756349	0.777777777777778	271	4851	ALL	4851	ALL	4851	9	ALL	4851	12912	ALL	4851	ALL
857	CAV1	Q03135	caveolin 1, caveolae protein, 22kDa	Hemostasis; Metabolism; Signal Transduction	membrane traffic protein; enzyme modulator; transmembrane receptor regulatory/adaptor protein; structural protein	0.426709930424588	0.851851851851852	268	857	ALL	857	ALL	857	11	ALL	857	13111	ALL	857	ALL
4292	MLH1	P40692	mutL homolog 1	Cell Cycle; DNA Repair	nucleic acid binding	0.423194751895306	0.814814814814815	266	4292	ALL	4292	ALL	4292	530	ALL	4292	11737	ALL	4292	ALL
7057	THBS1	P07996	thrombospondin 1	Extracellular matrix organization; Hemostasis; Metabolism of proteins; Signal Transduction	null	0.433635922855048	0.814814814814815	266	7057	ALL	7057	ALL	7057	15	ALL	7057	13009	ALL	7057	ALL
23158	TBC1D9	Q6ZT07	TBC1 domain family, member 9 (with GRAM domain)	null	enzyme modulator; hydrolase	0.421906316680318	0.851851851851852	266	23158	ALL	23158	ALL	23158	5	ALL	23158	13840	ALL	23158	ALL
1030	CDKN2B	P42772	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	Cell Cycle; Cellular responses to stress; Gene Expression; Signal Transduction	null	0.424937632613272	0.740740740740741	265	1030	ALL	1030	ALL	1030	59	ALL	1030	12816	ALL	1030	ALL
2194	FASN	P49327	fatty acid synthase	Metabolism	oxidoreductase; hydrolase; transferase; ligase	0.426264043756349	0.888888888888889	263	2194	ALL	2194	ALL	2194	12	ALL	2194	13543	ALL	2194	ALL
2263	FGFR2	P21802	fibroblast growth factor receptor 2	Developmental Biology; Immune System; Signal Transduction	null	0.425820042449632	0.851851851851852	263	2263	ALL	2263	ALL	2263	86	ALL	2263	13388	ALL	2263	ALL
2260	FGFR1	P11362	fibroblast growth factor receptor 1	Developmental Biology; Immune System; Signal Transduction	null	0.427157718534262	0.851851851851852	262	2260	ALL	2260	ALL	2260	31	ALL	2260	13783	ALL	2260	ALL
1813	DRD2	P14416	dopamine receptor D2	Signal Transduction	receptor	0.439525661948889	0.777777777777778	261	1813	ALL	1813	ALL	1813	44	ALL	1813	12926	ALL	1813	ALL
2048	EPHB2	P29323	EPH receptor B2	Developmental Biology	null	0.424499192925824	0.851851851851852	261	2048	ALL	2048	ALL	2048	16	ALL	2048	13293	ALL	2048	ALL
3265	HRAS	P01112	Harvey rat sarcoma viral oncogene homolog	Developmental Biology; Hemostasis; Immune System; Neuronal System; Signal Transduction	enzyme modulator	0.428968214291648	0.814814814814815	261	3265	ALL	3265	ALL	3265	13	ALL	3265	12373	ALL	3265	ALL
7132	TNFRSF1A	P19438	tumor necrosis factor receptor superfamily, member 1A	Immune System; Signal Transduction	receptor	0.432213695886672	0.925925925925926	261	7132	ALL	7132	ALL	7132	52	ALL	7132	12922	ALL	7132	ALL
8743	TNFSF10	P50591	tumor necrosis factor (ligand) superfamily, member 10	Programmed Cell Death; Signal Transduction	signaling molecule	0.42851265543139	0.814814814814815	261	8743	ALL	8743	ALL	8743	8	ALL	8743	13096	ALL	8743	ALL
5265	SERPINA1	P01009	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	Hemostasis; Metabolism of proteins; Vesicle-mediated transport	enzyme modulator	0.433635922855048	0.888888888888889	258	5265	ALL	5265	ALL	5265	18	ALL	5265	13193	ALL	5265	ALL
7412	VCAM1	P19320	vascular cell adhesion molecule 1	Extracellular matrix organization; Immune System	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	0.432685634445531	0.888888888888889	258	7412	ALL	7412	ALL	7412	7	ALL	7412	12995	ALL	7412	ALL
7133	TNFRSF1B	P20333	tumor necrosis factor receptor superfamily, member 1B	Immune System	receptor	0.435562695309932	0.925925925925926	257	7133	ALL	7133	ALL	7133	10	ALL	7133	13219	ALL	7133	ALL
133482	SLCO6A1	Q86UG4	solute carrier organic anion transporter family, member 6A1	null	transporter	0.430346870672182	0.925925925925926	257	133482	ALL	133482	ALL	133482	14	ALL	133482	14460	ALL	133482	ALL
959	CD40LG	P29965	CD40 ligand	Immune System	signaling molecule	0.428968214291648	0.851851851851852	256	959	ALL	959	ALL	959	23	ALL	959	13072	ALL	959	ALL
2152	F3	P13726	coagulation factor III (thromboplastin, tissue factor)	Hemostasis	defense/immunity protein; receptor	0.438021968197123	0.777777777777778	256	2152	ALL	2152	ALL	2152	6	ALL	2152	12767	ALL	2152	ALL
4436	MSH2	P43246	mutS homolog 2	DNA Repair	nucleic acid binding	0.430810474747935	0.814814814814815	256	4436	ALL	4436	ALL	4436	487	ALL	4436	12885	ALL	4436	ALL
54106	TLR9	Q9NR96	toll-like receptor 9	Immune System; Signal Transduction	null	0.434594889817617	0.851851851851852	256	54106	ALL	54106	ALL	54106	44	ALL	54106	13370	ALL	54106	ALL
999	CDH1	P12830	cadherin 1, type 1, E-cadherin (epithelial)	Cell-Cell communication; Extracellular matrix organization; Immune System; Programmed Cell Death; Signal Transduction	cell adhesion molecule; cell junction protein	0.429425758164101	0.740740740740741	255	999	ALL	999	ALL	999	61	ALL	999	11732	ALL	999	ALL
4255	MGMT	P16455	O-6-methylguanine-DNA methyltransferase	DNA Repair	transferase; nucleic acid binding	0.429425758164101	0.814814814814815	255	4255	ALL	4255	ALL	4255	27	ALL	4255	12870	ALL	4255	ALL
5328	PLAU	P00749	plasminogen activator, urokinase	Hemostasis	protease; hydrolase	0.438520810715286	0.888888888888889	255	5328	ALL	5328	ALL	5328	1	ALL	5328	12658	ALL	5328	ALL
4695	NDUFA2	O43678	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	Metabolism	oxidoreductase	0.430810474747935	0.851851851851852	254	4695	ALL	4695	ALL	4695	35	ALL	4695	12817	ALL	4695	ALL
23411	SIRT1	Q96EB6	sirtuin 1	Cellular responses to stress; Circadian Clock; Gene Expression	nucleic acid binding; hydrolase	0.43703133676889	0.851851851851852	254	23411	ALL	23411	ALL	23411	7	ALL	23411	14359	ALL	23411	ALL
3146	HMGB1	P09429	high mobility group box 1	Immune System; Programmed Cell Death	transcription factor; signaling molecule; nucleic acid binding	0.433635922855048	0.888888888888889	253	3146	ALL	3146	ALL	3146	6	ALL	3146	12855	ALL	3146	ALL
3627	CXCL10	P02778	chemokine (C-X-C motif) ligand 10	Signal Transduction	signaling molecule	0.433635922855048	0.851851851851852	253	3627	ALL	3627	ALL	3627	8	ALL	3627	12769	ALL	3627	ALL
1499	CTNNB1	P35222	catenin (cadherin-associated protein), beta 1, 88kDa	Cell-Cell communication; Developmental Biology; Immune System; Metabolism of proteins; Programmed Cell Death; Signal Transduc...	cell adhesion molecule; storage protein; cytoskeletal protein; signaling molecule	0.435562695309932	0.851851851851852	252	1499	ALL	1499	ALL	1499	30	ALL	1499	12278	ALL	1499	ALL
11186	RASSF1	Q9NS23	Ras association (RalGDS/AF-6) domain family member 1	null	enzyme modulator	0.429425758164101	0.777777777777778	252	11186	ALL	11186	ALL	11186	2	ALL	11186	11478	ALL	11186	ALL
373156	GSTK1	Q9Y2Q3	glutathione S-transferase kappa 1	Metabolism	transfer/carrier protein	0.431743868916793	0.925925925925926	252	373156	ALL	373156	ALL	373156	12	ALL	373156	13742	ALL	373156	ALL
2146	EZH2	Q15910	enhancer of zeste 2 polycomb repressive complex 2 subunit	Cellular responses to stress; Chromatin organization; Developmental Biology; Gene Expression	transferase; nucleic acid binding	0.429425758164101	0.814814814814815	250	2146	ALL	2146	ALL	2146	10	ALL	2146	13602	ALL	2146	ALL
3308	HSPA4	P34932	heat shock 70kDa protein 4	Cellular responses to stress	chaperone	0.434594889817617	0.814814814814815	250	3308	ALL	3308	ALL	3308	9	ALL	3308	13600	ALL	3308	ALL
8856	NR1I2	O75469	nuclear receptor subfamily 1, group I, member 2	Gene Expression	transcription factor; receptor; nucleic acid binding	0.443644078138944	0.851851851851852	247	8856	ALL	8856	ALL	8856	22	ALL	8856	14114	ALL	8856	ALL
9429	ABCG2	Q9UNQ0	ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)	Metabolism; Transmembrane transport of small molecules	transporter	0.439525661948889	0.888888888888889	246	9429	ALL	9429	ALL	9429	21	ALL	9429	13113	ALL	9429	ALL
3486	IGFBP3	P17936	insulin-like growth factor binding protein 3	Metabolism of proteins	null	0.443120355593988	0.703703703703704	246	3486	ALL	3486	ALL	3486	15	ALL	3486	13217	ALL	3486	ALL
1080	CFTR	P13569	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	Signal Transduction; Transmembrane transport of small molecules	transporter	0.442080682223575	0.888888888888889	245	1080	ALL	1080	ALL	1080	372	ALL	1080	11750	ALL	1080	ALL
1594	CYP27B1	O15528	cytochrome P450, family 27, subfamily B, polypeptide 1	Metabolism	oxidoreductase	0.433159703659732	0.814814814814815	245	1594	ALL	1594	ALL	1594	33	ALL	1594	13030	ALL	1594	ALL
3342	HTC2	null	hypertrichosis 2 (generalized, congenital)	null	null	0.431276134724318	0.777777777777778	244	3342	ALL	3342	ALL	3342	1	ALL	3342	12472	ALL	3342	ALL
7298	TYMS	P04818	thymidylate synthetase	Cell Cycle; Metabolism	transferase	0.441051201893438	0.888888888888889	244	7298	ALL	7298	ALL	7298	44	ALL	7298	12433	ALL	7298	ALL
6469	SHH	Q15465	sonic hedgehog	Signal Transduction	null	0.434114311621384	0.814814814814815	243	6469	ALL	6469	ALL	6469	35	ALL	6469	12433	ALL	6469	ALL
1490	CTGF	P29279	connective tissue growth factor	Gene Expression; Metabolism	signaling molecule	0.437525484281236	0.888888888888889	243	1490	ALL	1490	ALL	1490	7	ALL	1490	12850	ALL	1490	ALL
6772	STAT1	P42224	signal transducer and activator of transcription 1, 91kDa	Immune System; Signal Transduction	transcription factor; nucleic acid binding	0.435077677576542	0.925925925925926	242	6772	ALL	6772	ALL	6772	28	ALL	6772	13730	ALL	6772	ALL
7431	VIM	P08670	vimentin	Muscle contraction; Programmed Cell Death	cytoskeletal protein; structural protein	0.438520810715286	0.851851851851852	242	7431	ALL	7431	ALL	7431	1	ALL	7431	12713	ALL	7431	ALL
8626	TP63	Q9H3D4	tumor protein p63	Gene Expression	transcription factor	0.432213695886672	0.888888888888889	242	8626	ALL	8626	ALL	8626	47	ALL	8626	13384	ALL	8626	ALL
356	FASLG	P48023	Fas ligand (TNF superfamily, member 6)	Signal Transduction	signaling molecule	0.440031716675757	0.888888888888889	241	356	ALL	356	ALL	356	16	ALL	356	14066	ALL	356	ALL
4842	NOS1	P29475	nitric oxide synthase 1 (neuronal)	Hemostasis; Immune System; Muscle contraction	null	0.443120355593988	0.888888888888889	239	4842	ALL	4842	ALL	4842	11	ALL	4842	13887	ALL	4842	ALL
6513	SLC2A1	P11166	solute carrier family 2 (facilitated glucose transporter), member 1	Metabolism; Transmembrane transport of small molecules	null	0.44417042587053	0.777777777777778	239	6513	ALL	6513	ALL	6513	35	ALL	6513	12769	ALL	6513	ALL
1728	NQO1	P15559	NAD(P)H dehydrogenase, quinone 1	Metabolism	null	0.441051201893438	0.777777777777778	238	1728	ALL	1728	ALL	1728	25	ALL	1728	13298	ALL	1728	ALL
2321	FLT1	P17948	fms-related tyrosine kinase 1	Signal Transduction	null	0.443644078138944	0.814814814814815	237	2321	ALL	2321	ALL	2321	32	ALL	2321	12567	ALL	2321	ALL
3117	HLA-DQA1	P01909	major histocompatibility complex, class II, DQ alpha 1	Immune System	defense/immunity protein	0.438021968197123	0.888888888888889	236	3117	ALL	3117	ALL	3117	9	ALL	3117	12233	ALL	3117	ALL
3075	CFH	P08603	complement factor H	Immune System	cell adhesion molecule; transfer/carrier protein; protease; hydrolase; defense/immunity protein; receptor	0.446842482327849	0.851851851851852	235	3075	ALL	3075	ALL	3075	78	ALL	3075	12378	ALL	3075	ALL
10	NAT2	P11245	N-acetyltransferase 2 (arylamine N-acetyltransferase)	Metabolism	transferase	0.450701410364626	0.851851851851852	234	10	ALL	10	ALL	10	11	ALL	10	14080	ALL	10	ALL
2068	ERCC2	P18074	excision repair cross-complementation group 2	DNA Repair; Gene Expression; Metabolism	nucleic acid binding	0.444699425239156	0.888888888888889	234	2068	ALL	2068	ALL	2068	76	ALL	2068	12618	ALL	2068	ALL
6285	S100B	P04271	S100 calcium binding protein B	Immune System; Signal Transduction	signaling molecule; calcium-binding protein	0.445765486706255	0.851851851851852	234	6285	ALL	6285	ALL	6285	5	ALL	6285	12679	ALL	6285	ALL
